Region,X,Y,ImageHeight,ImageWidth
5,379.88641045377,1392.37570170603,2232,2249
5,380.564189344074,1391.46426975037,2232,2249
5,379.649014343499,1383.37006763988,2232,2249
5,378.879717953137,1383.47207938449,2232,2249
5,378.018904062719,1382.76467091806,2232,2249
5,377.249607672357,1382.86668266267,2232,2249
5,376.388793781938,1382.15927419623,2232,2249
5,372.542311830132,1382.6693329193,2232,2249
5,371.681497939713,1381.96192445286,2232,2249
5,368.604312378267,1382.36997143131,2232,2249
5,367.743498487848,1381.66256296487,2232,2249
5,366.974202097487,1381.76457470949,2232,2249
5,366.113388207068,1381.05716624305,2232,2249
5,366.021870707011,1380.247746032,2232,2249
5,364.300242926173,1378.83292909913,2232,2249
5,364.208725426115,1378.02350888808,2232,2249
5,363.347911535696,1377.31610042164,2232,2249
5,363.164876535581,1375.69725999954,2232,2249
5,362.304062645163,1374.98985153311,2232,2249
5,362.02951014499,1372.56159089996,2232,2249
5,361.168696254571,1371.85418243352,2232,2249
5,360.894143754398,1369.42592180037,2232,2249
5,360.033329863979,1368.71851333394,2232,2249
5,359.758777363807,1366.29025270079,2232,2249
5,358.897963473388,1365.58284423435,2232,2249
5,358.348858473043,1360.72632296806,2232,2249
5,357.488044582624,1360.01891450162,2232,2249
5,356.755904582164,1353.54355281323,2232,2249
5,355.895090691745,1352.83614434679,2232,2249
5,354.888398191112,1343.93252202525,2232,2249
5,354.027584300693,1343.22511355881,2232,2249
5,352.746339299887,1331.89323060412,2232,2249
5,353.424118190191,1330.98179864846,2232,2249
5,355.145745971029,1332.39661558133,2232,2249
5,355.237263471086,1333.20603579238,2232,2249
5,356.006559861448,1333.10402404777,2232,2249
5,356.867373751867,1333.8114325142,2232,2249
5,362.252448484396,1333.09735030192,2232,2249
5,362.9302273747,1332.18591834625,2232,2249
5,362.381122374355,1327.32939707996,2232,2249
5,364.414459045266,1324.59510121297,2232,2249
5,366.72234821635,1324.28906597913,2232,2249
5,367.583162106769,1324.99647444557,2232,2249
5,372.968236839298,1324.28239223328,2232,2249
5,373.646015729602,1323.37096027762,2232,2249
5,372.913875729142,1316.89559858922,2232,2249
5,372.144579338781,1316.99761033384,2232,2249
5,371.283765448362,1316.2902018674,2232,2249
5,370.514469058,1316.39221361201,2232,2249
5,369.653655167582,1315.68480514558,2232,2249
5,368.115062386859,1315.8888286348,2232,2249
5,367.25424849644,1315.18142016837,2232,2249
5,363.407766544633,1315.69147889143,2232,2249
5,362.546952654214,1314.98407042499,2232,2249
5,361.008359873492,1315.18809391422,2232,2249
5,360.147545983073,1314.48068544778,2232,2249
5,357.839656811989,1314.78672068162,2232,2249
5,356.97884292157,1314.07931221518,2232,2249
5,353.132360969763,1314.58937093825,2232,2249
5,349.689105408088,1311.7597370725,2232,2249
5,349.59758790803,1310.95031686145,2232,2249
5,347.875960127192,1309.53549992858,2232,2249
5,347.784442627135,1308.72607971753,2232,2249
5,346.923628736716,1308.01867125109,2232,2249
5,346.832111236658,1307.20925104004,2232,2249
5,345.971297346239,1306.50184257361,2232,2249
5,345.879779846182,1305.69242236256,2232,2249
5,344.158152065344,1304.27760542968,2232,2249
5,344.066634565287,1303.46818521863,2232,2249
5,341.48419289403,1301.34595981932,2232,2249
5,341.392675393972,1300.53653960827,2232,2249
5,339.671047613135,1299.1217226754,2232,2249
5,339.579530113077,1298.31230246435,2232,2249
5,336.99708844182,1296.19007706504,2232,2249
5,336.905570941763,1295.38065685399,2232,2249
5,334.323129270506,1293.25843145468,2232,2249
5,334.231611770449,1292.44901124363,2232,2249
5,332.509983989611,1291.03419431076,2232,2249
5,332.418466489553,1290.22477409971,2232,2249
5,328.975210927878,1287.39514023396,2232,2249
5,325.128728976071,1287.90519895703,2232,2249
5,324.450950085767,1288.81663091269,2232,2249
5,325.274607586285,1296.10141281213,2232,2249
5,326.135421476704,1296.80882127857,2232,2249
5,326.226938976762,1297.61824148962,2232,2249
5,327.08775286718,1298.32564995606,2232,2249
5,327.179270367238,1299.13507016711,2232,2249
5,329.761712038495,1301.25729556642,2232,2249
5,329.853229538552,1302.06671577747,2232,2249
5,334.157298990647,1305.60375810965,2232,2249
5,334.248816490704,1306.4131783207,2232,2249
5,335.970444271542,1307.82799525357,2232,2249
5,336.061961771599,1308.63741546462,2232,2249
5,338.644403442856,1310.75964086393,2232,2249
5,338.827438442971,1312.37848128603,2232,2249
5,341.409880114228,1314.50070668534,2232,2249
5,341.501397614285,1315.31012689639,2232,2249
5,342.362211504704,1316.01753536282,2232,2249
5,342.453729004762,1316.82695557387,2232,2249
5,343.314542895181,1317.53436404031,2232,2249
5,343.406060395238,1318.34378425136,2232,2249
5,344.266874285657,1319.0511927178,2232,2249
5,344.358391785715,1319.86061292885,2232,2249
5,345.219205676134,1320.56802139528,2232,2249
5,341.830311224614,1325.12518117359,2232,2249
5,341.061014834253,1325.2271929182,2232,2249
5,335.638783711823,1332.5186485635,2232,2249
5,334.869487321461,1332.62066030811,2232,2249
5,332.83615065055,1335.3549561751,2232,2249
5,332.066854260189,1335.45696791971,2232,2249
5,330.033517589277,1338.1912637867,2232,2249
5,329.264221198916,1338.29327553131,2232,2249
5,325.875326747397,1342.85043530962,2232,2249
5,325.106030357035,1342.95244705423,2232,2249
5,323.072693686124,1345.68674292122,2232,2249
5,323.164211186182,1346.49616313227,2232,2249
8,328.268516495843,1191.36682286123,2232,2249
8,329.000656496304,1197.84218454963,2232,2249
8,329.861470386723,1198.54959301606,2232,2249
8,337.554434290336,1197.52947556994,2232,2249
8,338.23221318064,1196.61804361427,2232,2249
8,342.847991522808,1196.0059731466,2232,2249
8,343.525770413112,1195.09454119094,2232,2249
8,345.833659584196,1194.7885059571,2232,2249
8,346.5114384745,1193.87707400144,2232,2249
8,348.050031255222,1193.67305051221,2232,2249
8,348.910845145641,1194.38045897865,2232,2249
8,350.449437926364,1194.17643548942,2232,2249
8,352.171065707202,1195.59125242229,2232,2249
8,352.262583207259,1196.40067263334,2232,2249
8,353.123397097678,1197.10808109978,2232,2249
8,352.445618207374,1198.01951305544,2232,2249
8,350.907025426652,1198.22353654467,2232,2249
8,350.229246536348,1199.13496850033,2232,2249
8,349.459950145986,1199.23698024494,2232,2249
8,348.782171255683,1200.1484122006,2232,2249
8,348.012874865321,1200.25042394522,2232,2249
8,347.335095975017,1201.16185590088,2232,2249
8,345.796503194295,1201.3658793901,2232,2249
8,345.118724303991,1202.27731134577,2232,2249
8,343.580131523268,1202.48133483499,2232,2249
8,342.902352632964,1203.39276679065,2232,2249
8,339.825167071519,1203.8008137691,2232,2249
8,339.147388181215,1204.71224572477,2232,2249
8,338.378091790854,1204.81425746938,2232,2249
8,337.70031290055,1205.72568942504,2232,2249
8,337.791830400608,1206.53510963609,2232,2249
8,337.114051510304,1207.44654159175,2232,2249
8,337.571639010592,1211.493642647,2232,2249
8,338.43245290101,1212.20105111344,2232,2249
8,338.615487901125,1213.81989153553,2232,2249
8,339.476301791544,1214.52730000197,2232,2249
8,339.933889291832,1218.57440105722,2232,2249
8,340.794703182251,1219.28180952365,2232,2249
8,340.886220682308,1220.0912297347,2232,2249
8,341.747034572727,1220.79863820114,2232,2249
8,341.838552072785,1221.60805841219,2232,2249
8,342.607848463146,1221.50604666758,2232,2249
8,343.468662353565,1222.21345513401,2232,2249
8,345.776551524649,1221.90741990018,2232,2249
8,346.637365415068,1222.61482836661,2232,2249
8,352.791736537959,1221.79873440971,2232,2249
8,354.147294318566,1219.97587049839,2232,2249
8,353.506671818164,1214.30992902104,2232,2249
8,352.645857927745,1213.6025205546,2232,2249
8,349.568672366299,1214.01056753306,2232,2249
