Region,X,Y,ImageHeight,ImageWidth,Image_Width,Image_Height
5,-0.333878514492532,249.672570491697,500,500,362.360426706671,390.544015450523
5,0.811300426253993,249.524830853053,500,500,362.360426706671,390.544015450523
5,0.95543549404967,249.336260649981,500,500,362.360426706671,390.544015450523
5,0.838663951613064,248.331473407546,500,500,362.360426706671,390.544015450523
5,1.27106915500049,247.765762798336,500,500,362.360426706671,390.544015450523
5,1.76186012960603,247.702445810344,500,500,362.360426706671,390.544015450523
5,1.94491904488044,247.848804688088,500,500,362.360426706671,390.544015450523
5,3.09009798562695,247.701065049442,500,500,362.360426706671,390.544015450523
5,3.23423305342262,247.512494846372,500,500,362.360426706671,390.544015450523
5,3.07853766350729,246.172778523122,500,500,362.360426706671,390.544015450523
5,2.91494067197225,246.193884185788,500,500,362.360426706671,390.544015450523
5,2.73188175669743,246.047525308044,500,500,362.360426706671,390.544015450523
5,2.5682847651624,246.068630970708,500,500,362.360426706671,390.544015450523
5,2.38522584988758,245.922272092967,500,500,362.360426706671,390.544015450523
5,2.05803186681708,245.964483418293,500,500,362.360426706671,390.544015450523
5,1.87497295154268,245.818124540552,500,500,362.360426706671,390.544015450523
5,1.05698799386665,245.92365285387,500,500,362.360426706671,390.544015450523
5,0.873929078591836,245.777293976126,500,500,362.360426706671,390.544015450523
5,0.546735095521345,245.819505301455,500,500,362.360426706671,390.544015450523
5,0.363676180246941,245.673146423712,500,500,362.360426706671,390.544015450523
5,-0.127114794358601,245.736463411703,500,500,362.360426706671,390.544015450523
5,-0.310173709633418,245.59010453396,500,500,362.360426706671,390.544015450523
5,-1.12815866730943,245.69563284728,500,500,362.360426706671,390.544015450523
5,-1.86039432840787,245.11019733631,500,500,362.360426706671,390.544015450523
5,-1.87985625214766,244.942732795903,500,500,362.360426706671,390.544015450523
5,-2.24597408269688,244.650015040419,500,500,362.360426706671,390.544015450523
5,-2.26543600643624,244.482550500013,500,500,362.360426706671,390.544015450523
5,-2.44849492171106,244.336191622269,500,500,362.360426706671,390.544015450523
5,-2.46795684545043,244.168727081864,500,500,362.360426706671,390.544015450523
5,-2.65101576072525,244.022368204122,500,500,362.360426706671,390.544015450523
5,-2.67047768446461,243.854903663717,500,500,362.360426706671,390.544015450523
5,-3.03659551501383,243.56218590823,500,500,362.360426706671,390.544015450523
5,-3.0560574387532,243.394721367824,500,500,362.360426706671,390.544015450523
5,-3.01347487077451,246.618758960869,500,500,362.360426706671,390.544015450523
5,-2.99401294703473,246.786223501275,500,500,362.360426706671,390.544015450523
5,-2.81095403176032,246.932582379016,500,500,362.360426706671,390.544015450523
8,-2.6802855247249,220.909500106274,500,500,362.360426706671,390.544015450523
